scenario_id,target_id,task,model,logloss,brier,auc,balanced_accuracy,macro_f1,mae,rmse,r2,direction_accuracy,n_matured,n_pending,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
DOM03,target_delta_24h,regression,mean_reversion,,,,,,0.05468895348837205,0.09145404472472295,0.0365237459994916,0.5465116279069767,86,97,34.0,43.0,0.0,386.4747182616644,0.038647471826166443,0.11366903478284247,0.47058823529411764,11.366903478284247,379.8120239357023,50.00856712567315
DOM03,target_delta_24h,regression,momentum,,,,,,0.0627005813953488,0.12010259361973016,-0.6616515316611093,0.5813953488372093,86,97,34.0,43.0,0.0,-507.93305461315754,-0.05079330546131575,-0.1493920748862228,0.4411764705882353,-14.93920748862228,612.4561772763184,29.22094063410909
DOM03,final_outcome_yes,classification,limix,,,,,,,,,,0,0,,,,,,,,,,
DOM03,final_outcome_yes,classification,base_rate,,,,,,,,,,0,0,,,,,,,,,,
DOM03,final_outcome_yes,classification,price_unchanged,,,,,,,,,,0,0,,,,,,,,,,
DOM03,final_outcome_yes,classification,mean_reversion,,,,,,,,,,0,0,,,,,,,,,,
DOM03,final_outcome_yes,classification,momentum,,,,,,,,,,0,0,,,,,,,,,,
DOM04,target_up_24h,classification,limix,0.98477834,0.54581160510952,0.7327076858326858,0.5384615384615384,0.5259947253755303,,,,,50,150,28.0,54.0,0.0,4.190245851485576,0.00041902458514855764,0.0014965163755305628,0.6071428571428571,0.1496516375530563,56.835399449035805,13.708604953576364
DOM04,target_up_24h,classification,base_rate,1.02261062,0.61265212929326,0.5137148730898731,0.3333333333333333,0.2280701754385965,,,,,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,classification,price_unchanged,1.49273908,0.831,0.5,0.3333333333333333,0.2280701754385965,,,,,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,classification,mean_reversion,1.0038486,0.5982188102238,0.5405112826987827,0.3076923076923077,0.2318840579710145,,,,,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,classification,momentum,1.0413978,0.6273888723716,0.564760181947682,0.34188034188034183,0.2602150537634409,,,,,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,regression,limix,,,,,,0.027767453335399993,0.04877842337845023,0.14025365877858575,0.8,50,150,22.0,38.0,0.0,88.1431607789769,0.008814316077897691,0.04006507308135314,0.7727272727272727,4.006507308135314,7.84252903907074,7.442385124044521
DOM04,target_delta_24h,regression,base_rate,,,,,,0.02800052970930462,0.05542968247253556,-0.11019585115136232,0.84,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,regression,price_unchanged,,,,,,0.027719999999999967,0.05640212761944356,-0.14949157436984994,0.22,50,150,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,regression,mean_reversion,,,,,,0.033619999999999955,0.07546244098887869,-1.0576737487662085,0.6,50,150,17.0,33.0,0.0,19.846872016353107,0.0019846872016353106,0.01167463059785477,0.47058823529411764,1.167463059785477,88.94089137673433,15.504092057303156
DOM04,target_delta_24h,regression,momentum,,,,,,0.027559999999999953,0.057387890708754906,-0.1900229681511476,0.46,50,150,17.0,33.0,0.0,-293.61230338136806,-0.029361230338136805,-0.17271311963609887,0.4117647058823529,-17.271311963609886,324.90390163674294,32.93602372679221
DOM04,final_outcome_yes,classification,limix,,,,,,,,,,0,0,,,,,,,,,,
DOM04,final_outcome_yes,classification,base_rate,,,,,,,,,,0,0,,,,,,,,,,
DOM04,final_outcome_yes,classification,price_unchanged,,,,,,,,,,0,0,,,,,,,,,,
DOM04,final_outcome_yes,classification,mean_reversion,,,,,,,,,,0,0,,,,,,,,,,
DOM04,final_outcome_yes,classification,momentum,,,,,,,,,,0,0,,,,,,,,,,
DOM05,target_up_24h,classification,limix,1.0304639204545454,0.6184132043375796,0.7654963193006671,0.5674603174603176,0.5202575272485522,,,,,88,98,47.0,92.0,0.0,-334.119635500414,-0.0334119635500414,-0.07108928414902425,0.3829787234042553,-7.108928414902426,381.4530242044906,19.710817011087883
DOM05,target_up_24h,classification,base_rate,1.1493862840909093,0.6979137024307044,0.46928916494133893,0.3253968253968254,0.2515151515151515,,,,,88,98,0.0,61.0,0.0,0.0,0.0,,,,0.0,
DOM05,target_up_24h,classification,price_unchanged,2.0760685,1.174090909090909,0.5,0.3333333333333333,0.16091954022988506,,,,,88,98,0.0,0.0,0.0,0.0,0.0,,,,0.0,
